"nr_documento","tipo_empresa","cidade","estado","subsegmento","segmento"
"3e91552ade07006e9833806e6144d724","PJ","Itaquaquecetuba","SP","Bares e Restaurantes","Alimentação"
"3a8c77387e322a5479c78c2747ed7c1d","MEI","São Roque","SP","Automotivo","Serviços"
"5f456ad06bb18faf30407099681a966c","PJ","São Paulo","SP","Outros","Serviços"
"7631042c59b85ced06770741ac825ab9","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"72a85a0591bc97ecdd17e467f491a2b8","PJ","Brasília","DF","Lojas Diversas","Alimentação"
"5b7907de25dd4a9ceab8bc7bbef525de","MEI","Angra Dos Reis","RJ","Alimentação Rápida","Alimentação"
"e7a3141b3e9ed38ba997cd0529cc9772","PJ","São Paulo","SP","Bares e Restaurantes","Alimentação"
"7040c1fb69ab1a08f178345f95b4a7a2","PJ","Luís Eduardo Magalhães","BA","Alimentação Rápida","Alimentação"
"c1ad1034dfbb21980b028f23b5f48da1","PF","Porto Ferreira","SP","Vestuário","Varejo"
"b0c8578478978ac9dee978c98a504ad3","PJ","São Luís","MA","Saúde","Supermercado/Farmácia"
"519bca0f13b14476a9f076e015f5ae4a","MEI","São Paulo","SP","Outros","Serviços"
"b69f9e134ac6e12815e644695463c775","MEI","Natal","RN","Outros","Varejo"
"c64e386bd0540d43dadd62b1352f9a6a","PJ","São Paulo","SP","Lojas Diversas","Supermercado/Farmácia"
"c2e62092755378913f186ba37e430c41","MEI","Cascavel","PR","Saúde","Serviços"
"0fdb08b4216208e68c5eae6cc584a9bd","MEI","Campo Mourão","PR","Alimentação Rápida","Alimentação"
"9dc6a362755dcf416f00c0dc42db34d6","PJ","Recife","PE","Bares e Restaurantes","Alimentação"
"23302f3a425bc009cf012a6f1085aa37","MEI","Aparecida de Goiânia","GO","Alimentação Rápida","Alimentação"
"36e19886fc8af9a5cf278f5dab5b6ea2","MEI","Petrolina","PE","Supermercados","Supermercado/Farmácia"
"63821bed943cfecfb093718e55cf5c4c","PF","Ourinhos","SP","Lojas Diversas","Varejo"
"0bc72b72130c7d0565fc91ddff57541d","PJ","Bady Bassitt","SP","Academias","Serviços recorrentes"
"b16dca61c56330dc13ac9aac906f18c3","PJ","São Gonçalo","RJ","Outros","Serviços"
"47ad9441896a0c2e9860ff40fc7ccaf0","MEI","Osasco","SP","Vestuário","Varejo"
"b48440beecce49ce2a366cc02b43aad1","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"54800972113fff848ede43d9912dabaa","MEI","Belém","PA","None","Outros"
"76e2ac3879bc86cf8a0d122c3f2ae3c1","PJ","Indaiatuba","SP","Automotivo","Bens duráveis"
"ffda55e76cdde92482237d4436dd93e2","MEI","Travessão","RJ","Lojas Diversas","Varejo"
"c62acb67e51c5961aab3bae61efe238e","MEI","Blumenau","SC","Vestuário","Varejo"
"3cf3df4c0283c8e8778fc1126a5b2915","PJ","São Paulo","SP","Automotivo","Serviços"
"d400cf9e30802407e3209251a10c03a2","PJ","Cabedelo","PB","Academias","Serviços recorrentes"
"5e3c03f83bfaeddc8834b15a4acb4511","MEI","Campina Grande","PB","Outros","Serviços"
"0d694c3f38b716114fd4fc8acd4a9a81","PJ","Alfenas","MG","Alimentação Rápida","Alimentação"
"1ae4badb3ce1585f0ccb69b615bf0c2d","MEI","Blumenau","SC","Outros","Serviços"
"c848db3c32b8b12be8a6767c0ec09e61","MEI","Bom Jesus do Itabapoana","RJ","Vestuário","Varejo"
"94946c74f0bf7b0e6e48cc10f0797bce","PF","Patos de Minas","MG","Bares e Restaurantes","Viagens e entretenimento"
"808812b95662bc68ebc5270a918a115e","PF","Mossoró","RN","Alimentação Rápida","Alimentação"
"29f79af6063381acc10eaedab23a0467","PJ","Bauru","SP","Bares e Restaurantes","Alimentação"
"1092234afa5b001702af45cef5c789f2","PJ","Itumbiara","GO","Lojas Diversas","Bens duráveis"
"e604f77261d2f5b69a68fac9fc42f01f","MEI","Olimpia","SP","Alimentação Rápida","Alimentação"
"3bbbdb22ab60898b744a786c8da642ee","PJ","Santo Estevão","BA","Supermercados","Alimentação"
"90b2f7574cd4cfd2cfcdfce3f17c7451","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"194cd701a3f0b388fc7a5558d5044a4d","PJ","Mineiros","GO","Supermercados","Alimentação"
"fd1c20fe0e98b484fbcb76e00f44c188","MEI","Juiz de Fora","MG","Bares e Restaurantes","Alimentação"
"464aff4c5472cd8a572ad9e58abaa92b","PF","Simões Filho","BA","Automotivo","Serviços"
"302e588a4bd828168c0af11f4b886285","PF","São Bernardo do Campo","SP","Lojas Diversas","Varejo"
"68b3d52ad3acc3d8f9e15fbae9cfdf77","PJ","Curitiba","PR","Lojas Diversas","Bens duráveis"
"9d72417b9fe6e0fb5435ae3023d0e4bd","PF","São José dos Campos","SP","Lojas Diversas","Varejo"
"96cf4272c8066fa385230604c3cb90b6","PJ","Curitiba","PR","Lazer & Turismo","Viagens e entretenimento"
"3bbb735303eb80825c10e522de409b39","MEI","Candeias","BA","Material de Construção","Bens duráveis"
"33a07258d29b2b9d40150a98d5a00f57","MEI","Caruaru","PE","Vestuário","Varejo"
"b154fdb69c6c374d0923687f17701377","MEI","Maragogi","AL","Bares e Restaurantes","Alimentação"
"f37f210a0bdfc0b49e396ec6d4a2ca23","PJ","São José dos Campos","SP","Bares e Restaurantes","Alimentação"
"2dea07f38f91a65fa66f90e119af97b4","MEI","Pouso Alegre","MG","Vestuário","Varejo"
"89057b12c998b4fbbe57c60543a42abf","MEI","Conceição de Macabu","RJ","Bares e Restaurantes","Alimentação"
"e542dc0fdc06b576026cc41abd20087f","PJ","Itumbiara","GO","Lojas Diversas","Bens duráveis"
"1c284d717de504493182fee1d79496f4","PJ","Ouro Verde do Oeste","PR","Alimentação Rápida","Alimentação"
"57c1772f2a2d336c51cb1242762a728a","PJ","Maringá","PR","Alimentação Rápida","Alimentação"
"0e4ecf700c9431a32e26eb09170b344c","PJ","Rio Claro","SP","Automotivo","Serviços"
"296f87676a421df83458777fa6650724","MEI","Belo Horizonte","MG","Outros","Serviços"
"2f14d889ffa4f53f1bbb5bb6e1dbe923","MEI","Campina Grande","PB","Material de Construção","Bens duráveis"
"467476f992e24a56290402b2f6363594","PJ","Cariacica","ES","Automotivo","Bens duráveis"
"5525858a37a5d8fa36f3643638c35e6e","PJ","Brasília","DF","Bares e Restaurantes","Alimentação"
"57b89c47c1a6067a71a8d8a31d6533c4","MEI","São Paulo","SP","Alimentação Rápida","Alimentação"
"30390ea5137e965d156ee95c48b0f3ee","PJ","Guanambi","BA","Material de Construção","Bens duráveis"
"15312e35c75a3ca1419825b8c97c7331","PJ","Trindade","GO","Outros","Serviços"
"11da2091d6d2319d2e5d89a52862abe9","PF","Petrolina","PE","Lojas Diversas","Varejo"
"571fceeb90c2aa53f5ac479467a2f1ee","PF","Centralina","MG","Vestuário","Varejo"
"edd744ff08f26051ed3509f1f1948ecb","MEI","Venâncio Aires","RS","Vestuário","Varejo"
"4ae930ac0709349053104b8da2dd46b9","PJ","Contagem","MG","Outros","Serviços"
"41b7897f5c00b584d2fee4fe02f74877","MEI","Curitiba","PR","Bares e Restaurantes","Alimentação"
"d706bcb67f531a4ddefded28d4b9caf0","PJ","Manaus","AM","Saúde","Serviços"
"4f0b74dc8e1ec9ce3c1911d0f479a6c3","PJ","Ponta Grossa","PR","Automotivo","Serviços"
"8cdcdc4792340a0b930758442ef93d7c","PJ","Três de Maio","RS","Educação","Serviços recorrentes"
"71d512cbe99075d56fb4fac2b93205ac","MEI","Brasília","DF","Bares e Restaurantes","Alimentação"
"f5e03dec4150bf8fb1f3a07c410553d2","PF","Foz do Iguaçu","PR","Lojas Diversas","Alimentação"
"532cb871fdf8e0cd5fa80e9538ed36c8","MEI","Osasco","SP","Automotivo","Serviços"
"3bdd08b022544629b8be7e9188f06d64","PJ","Caldas Novas","GO","Automotivo","Serviços"
"6541f823d1a773ee9462389305e2516a","PJ","Santo Angelo","RS","Bares e Restaurantes","Alimentação"
"76c7b083619145ccbb775b4226eda0b0","PJ","Indaiatuba","SP","Postos de Gasolina","Posto"
"492e8d8220bd91d912ab749b46773255","PJ","Volta Redonda","RJ","Alimentação Rápida","Alimentação"
"c404bdcbedb34d167c48ee842c47cff4","PJ","Ubatuba","SP","Material de Construção","Bens duráveis"
"2bd04fd874421acdc30a6182e9623448","PJ","Taquarivaí","SP","Vestuário","Varejo"
"4db7adb3ad76ff84b7f5113df3e59796","MEI","Brasília","DF","Lojas Diversas","Varejo"
"ac39bee22b5401d3988b2817e3598f25","PJ","Goiânia","GO","Saúde","Supermercado/Farmácia"
"f1e684422f40a7e4a034144eea105edf","PJ","Goiânia","GO","Alimentação Rápida","Alimentação"
"6d3c7860672fb65aa8a5cfde0ff40a53","PJ","Novo Horizonte","SP","Outros","Bens duráveis"
"ef4bf09f8d91e809344ba944d4c34e78","PF","São Paulo","SP","Saúde","Serviços"
"8846c5c5c5d23674a274026c20ef0511","PJ","Monte Sião","MG","Lojas Diversas","Varejo"
"442dbbd987e95b1a7f1dfca969f0bb45","PJ","Ilhéus","BA","Alimentação Rápida","Alimentação"
"30b6c33ac7bd0a024868d822232f32ae","MEI","Itapeva","SP","Supermercados","Supermercado/Farmácia"
"6f867a2974922c2da6d23efd478b0f84","MEI","Duque de Caxias","RJ","Alimentação Rápida","Alimentação"
"d99dee7466aa53b83b786407c1a10b82","MEI","Caxias do Sul","RS","Supermercados","Supermercado/Farmácia"
"3114823fa2a005cf42e39465ca553d7a","PJ","Boa Vista","RR","Alimentação Rápida","Alimentação"
"bf6d6678aeab0e3ccff9f9784ef12520","PJ","São Paulo","SP","Supermercados","Alimentação"
"bd449a7d7c0334659bb5f7ae1ade8c37","PJ","Brasília","DF","Lojas Diversas","Bens duráveis"
"49859b50c83e0cb1dd404110a59a311f","MEI","Macapá","AP","Bares e Restaurantes","Alimentação"
"58d7705e76cf481a99f4df403a8f5dc4","PJ","Rio de Janeiro","RJ","Atacadistas Gerais","Varejo"
"29773067038d66807a734a817416fe6f","MEI","Quedas do Iguaçu","PR","Alimentação Rápida","Alimentação"
"f01ab0c5114f2fa13b28d575d80efc64","MEI","Aracaju","SE","Bares e Restaurantes","Viagens e entretenimento"
"9541a3ad178c24b595d9921c52bccfc3","PJ","Salvador","BA","Saúde","Bens duráveis"
"04c13041eff7c3dd6aee982b2dea6594","PJ","Alvorada","RS","Automotivo","Serviços"
"d314a7e99eba1915c52add036da36b63","PJ","Vila Velha","ES","Bares e Restaurantes","Alimentação"
"50e420f5af5d27c32e7e72c66902a9f9","PJ","Redenção do Gurguéia","PI","Supermercados","Supermercado/Farmácia"
"ec19ca8da35c62a21735e3a2a4a0b0dd","PJ","Macaé","RJ","Bares e Restaurantes","Alimentação"
"3f96d4d17fc9180326159bd98105d38b","PF","Goiânia","GO","Lojas Diversas","Varejo"
"8c96a0ef8e6ef0010c1f4fb202701f2b","PJ","Salvador","BA","Bares e Restaurantes","Alimentação"
"f8a09b80c672823fa8af59d13ad20343","PJ","Campo Grande","MS","Alimentação Rápida","Alimentação"
"37a432eaf756a0f3c30feeda6c0f1c01","PJ","Rio de Janeiro","RJ","Bares e Restaurantes","Alimentação"
"152384ed69651eb64c1729a9b18bf40f","PJ","Maceió","AL","Vestuário","Varejo"
"7aae3449810e9cbd34816aa8e519060a","PF","Belém","PA","Lojas Diversas","Varejo"
"5f0ef0cee665ceee4627f4d758891da8","PJ","Palmeira dos Índios","AL","Lojas Diversas","Supermercado/Farmácia"
"b0593bee9701cfa5e5f7a082e8f63a25","MEI","Campo Magro","PR","Supermercados","Supermercado/Farmácia"
"8149b4ca9a9f20d7bd1ceb6a53e7aeb8","PJ","Manaus","AM","Outros","Bens duráveis"
"d8670ef5a7b2d5397b967967a017668d","MEI","Boa Vista","RR","Saúde","Serviços"
"743cbb9dcb61a1b2f2f4d84ae8a09db7","PJ","Itambé","PR","Outros","Bens duráveis"
"fd509da9fafcab567c455c33cec913d5","PJ","Manaus","AM","Material de Construção","Bens duráveis"
"0bd4d194612099b3378099c75abb22aa","PJ","Diadema","SP","Alimentação Rápida","Alimentação"
"ec4e97e0a5db73e0407183b882300167","PJ","Olinda","PE","Outros","Bens duráveis"
"efa03e59999af3bd87f89a55c1f8fdbd","PJ","Mogi Mirim","SP","Automotivo","Bens duráveis"
"3df64806d9b61138ade2ccb3f1ff5118","PJ","Lauro De Freitas","BA","Saúde","Serviços"
"bb2e4f772be95de9413a7d97f35ebfed","PF","São Francisco do Sul","SC","Outros","Bens duráveis"
"0167a8c461ec5bbcfcc57184f5cb88c5","PJ","Natal","RN","Alimentação Rápida","Alimentação"
"b28b15ac2feb9a497bf88d5de93b8d39","PF","Brasília","DF","Lojas Diversas","Varejo"
"0121f18dfa6973bf11b34363ac0d3b46","PF","Três Rios","RJ","Automotivo","Serviços"
"1ce84cc8e6ea26e2cd399e45fb9389fd","PF","Camacari","BA","Lojas Diversas","Varejo"
"573afef4676497918eafa263189107e5","PF","Armação dos Búzios","RJ","Outros","Serviços"
"8e910f572562e6a3f80ceeaf8f3e83d7","PJ","Atibaia","SP","Alimentação Rápida","Alimentação"
"1728ba620fb6bc7d2d1ad89becf85d64","PJ","São José dos Campos","SP","Supermercados","Alimentação"
"bf9668ea9dd9d7a2bc2e17910917a02e","MEI","Armação dos Búzios","RJ","Lojas Diversas","Alimentação"
"feddd4639a1c7f0568c7e67a28c3aaeb","PF","Blumenau","SC","Academias","Serviços recorrentes"
"96ac579cb4f0697596294a7b41f7e1dc","PJ","Jaraguá do Sul","SC","Postos de Gasolina","Posto"
"659fb81624d587c2b3d5af10caa79faa","MEI","Duque de Caxias","RJ","Lojas Diversas","Bens duráveis"
"00119bc4d71bc3ecd1b59088df9b1795","MEI","Itumbiara","GO","Lojas Diversas","Varejo"
"42aaf83180743de80633a7f0ef3896fb","PJ","Camboriú","SC","Material de Construção","Bens duráveis"
"6edbd35e1ff8d8fe7cb2cd2661d3ff31","MEI","Porto Alegre","RS","Supermercados","Supermercado/Farmácia"
"bbd5f3e66fed579fc77fb4d18129ff8b","MEI","Sapopema","PR","Automotivo","Serviços"
"0b66ff8535a86523c9ebdef7d7da43d7","MEI","Guarulhos","SP","Automotivo","Bens duráveis"
"b1bf314f7ded27b4cfa72818e3419937","MEI","Goiânia","GO","Saúde","Bens duráveis"
"326cb302e9d1b3768059dc0223b6a02e","MEI","Niterói","RJ","Lojas Diversas","Supermercado/Farmácia"
"fb8e2ebc2349b7465a8b94a5228dd730","PJ","Uberaba","MG","Automotivo","Bens duráveis"
"8b268a77528612f66dbc58005a6b0a91","PJ","Duque de Caxias","RJ","Vestuário","Varejo"
"71d0409d9c9045563f1e49ea8e1557de","MEI","São Paulo","SP","Lojas Diversas","Alimentação"
"3885556670abe8c380196ee42d156e10","PJ","Osório","RS","Material de Construção","Bens duráveis"
"584c687de4e9824cdad4421079d24ac6","MEI","Leme","SP","Alimentação Rápida","Alimentação"
"759fc1ec9ea6d7a4a09382ea5d6a188e","PJ","Ribeirão Preto","SP","Lojas Diversas","Varejo"
"1dccdeee0b6be9473b348aa79976506a","PJ","Floresta","PR","Alimentação Rápida","Alimentação"
"8f60be591605c7433b0807002174c863","PJ","Rio de Janeiro","RJ","Lojas Diversas","Bens duráveis"
"e9cc59acd6736d598eec56414c04c931","PJ","Botucatu","SP","Atacadistas Gerais","Varejo"
"560835d29e5d5c4c4e2cbef310537ef7","MEI","Patrocinio","MG","Alimentação Rápida","Alimentação"
"40a877b8abdb660f816630c41ae1a49b","PJ","Bady Bassitt","SP","Alimentação Rápida","Alimentação"
"c5c556750986ca691a0c90f81a402bbc","PJ","Palmas","TO","Vestuário","Varejo"
"200906f3d2d789fb761e921d27b24bbe","MEI","Joinville","SC","Vestuário","Varejo"
"45ee3485a0043006d2e6669fc4fa79b3","PJ","Itu","SP","Academias","Serviços recorrentes"
"752fbbcf7ac8dc1996b7c0abc7156bd8","PJ","Florianópolis","SC","Automotivo","Bens duráveis"
"a3d64268cac275a7c8fa845bf17afa2e","PJ","Uberlândia","MG","Automotivo","Serviços"
"ad1b612034237243c04356821fa07bf8","MEI","Duque de Caxias","RJ","Lojas Diversas","Supermercado/Farmácia"
"5d5dbdebbd1b6e5e50e54026daa18b57","PJ","São Paulo","SP","Outros","Viagens e entretenimento"
"fe3c6cfd734cd892c6d926c2445bd638","PJ","Timbó","SC","Automotivo","Serviços"
"13528f23d9711fbf129eafde48d73720","MEI","Salvador","BA","Bares e Restaurantes","Alimentação"
"a8b922b280b7d8e0b5bb7f646486dfa2","MEI","Belo Horizonte","MG","Automotivo","Serviços"
"1ad0df4426eaf0dffb328dc0043c3f0f","PJ","Blumenau","SC","Atacadista de Alimento","Alimentação"
"45b960b0b98f9e8843c699259f27c860","PJ","Londrina","PR","Lojas Diversas","Varejo"
"95449c330ed19777fc54a84ff7533276","MEI","Gravataí","RS","Saúde","Bens duráveis"
"689a4d91bbf3af088e327cd6b9f7b1e8","PJ","Brasília","DF","Alimentação Rápida","Alimentação"
"4fe4c9aabf686d4cdff7168d2a92ad40","PJ","Americana","SP","Alimentação Rápida","Alimentação"
"52067a83997e926704757dbae1ee5020","MEI","São Paulo","SP","Material de Construção","Bens duráveis"
"d98a73c6e695f92a9c7c0e12555bc863","MEI","Barretos","SP","Outros","Serviços"
"d69bb06669af6db61b44a8c48d1bf93a","MEI","Natal","RN","Saúde","Bens duráveis"
"02869afe192934272e2d955e6815bd3f","PJ","Três Lagoas","MS","Automotivo","Bens duráveis"
"c7016a8cc3cad4fbb543a14687fcd3ed","MEI","Cuiabá","MT","Alimentação Rápida","Alimentação"
"9e450f600fa386424e2c40eceea13378","PJ","Recife","PE","Supermercados","Supermercado/Farmácia"
"35e4feebaa6c11fd9e9e44b95e5d64dc","PJ","Maringá","PR","Automotivo","Bens duráveis"
"00838331334cebf248ecdd5bae3ae730","MEI","Serra Negra","SP","Vestuário","Varejo"
"8c59dbf0543f6ff83d8e2a2b7e614217","PJ","Rio de Janeiro","RJ","Vestuário","Varejo"
"59dc74ab3862fdf1d0b272ec07d78688","PJ","Osasco","SP","Automotivo","Serviços"
"b5c3682bf7221d9c72ee300c8afe647d","PJ","Teresina","PI","Outros","Serviços"
"219e0fd00f41e248ff135048d6899b06","MEI","Curitiba","PR","Alimentação Rápida","Alimentação"
"fd5d88c36dfd0baf589b4c19e266cf3e","PJ","São Paulo","SP","Atacadistas Gerais","Varejo"
"704aec2b4249a1cced4cda1f53927f91","MEI","Garça","SP","Outros","Serviços"
"058f8494010091ba08b7ff66796f0a04","PJ","Angra dos Reis","RJ","Lojas Diversas","Varejo"
"cb102bd442cdd8f9d6946c562fb59e8e","MEI","Queimados","RJ","Alimentação Rápida","Alimentação"
"29437eaa94aabc522e348ae9010d312b","PJ","Porto Alegre","RS","Academias","Serviços recorrentes"
"1013aa10d43d50568556332cf7e43864","PJ","Natal","RN","Bares e Restaurantes","Alimentação"
"e7f54d86f6a74238351a5eb17886f14b","PJ","Cornélio Procópio","PR","Lojas Diversas","Alimentação"
"4dd6360f5419447f39a159fd6bb8e7d7","PJ","Birigüi","SP","Vestuário","Varejo"
"8b21a93275c6a4bcf5deaf478b99a2c3","MEI","Porto Alegre","RS","Lojas Diversas","Varejo"
"316bad6cb4d6e8cabc67961ff2f93909","PJ","Petrolina","PE","Automotivo","Bens duráveis"
"9c4a0710f688e875bf81e0dd92d7b984","PF","Águas Lindas de Goiás","GO","Lojas Diversas","Varejo"
"37296a5853ef6e4224213ec6a348f2d0","MEI","Londrina","PR","Alimentação Rápida","Alimentação"
"1ab133359a3b911916e21497eefaf6b4","MEI","São Paulo","SP","Supermercados","Supermercado/Farmácia"
"1f436afd91554e69da25fe3c6b4a78bd","PJ","Macapá","AP","Atacadistas Gerais","Serviços"
"6423be1b1571ea07d7df9c6c137230fe","MEI","São Gonçalo","RJ","Outros","Bens duráveis"
"eed30deeaf608745f7dced0d5d83a477","PJ","Maringá","PR","Saúde","Bens duráveis"
"b5dbef1e8a45eefcee774ab07cba1d01","PJ","Vitória","ES","Outros","Serviços"
"e8eece47bc68f984972135a70805cd8d","PJ","São Paulo","SP","Alimentação Rápida","Alimentação"
"5f7d68e77cf64e99b48abdd0a195849f","PF","Teresina","PI","Lojas Diversas","Varejo"
"54ce62ac64a79e92048006ea1f25f6af","PF","São Paulo","SP","Lojas Diversas","Varejo"
"017c2bd259179ac4bec91b80c1241aab","PJ","Dias D'Ávila","BA","Outros","Serviços"
"399277d606621d1acae1ed912cad9ffa","MEI","Barueri","SP","Bares e Restaurantes","Alimentação"
"c9665d9e16dc8adf09c5dbe7e464baeb","MEI","Paulo Afonso","BA","Outros","Serviços"
"dc04e80e1229e08eb7717390fc1dc394","PJ","Quatiguá","PR","Material de Construção","Bens duráveis"
"bf565c4507e5dfa894d74e51bd48098b","PJ","Bento Gonçalves","RS","Lojas Diversas","Bens duráveis"
"5d518797c7496fe0873f6c2a10a3a193","PJ","Açu","RN","Outros","Serviços"
"107dc76096677d31bdb5130fc61e95a9","MEI","Paragominas","PA","Alimentação Rápida","Alimentação"
"d7e92537cb5df315624fe8e368500003","PJ","São Paulo","SP","Supermercados","Supermercado/Farmácia"
"1d39815d4c997585954b53ef6b390647","MEI","Muriaé","MG","Outros","Serviços"
"9cc0894c078ab603453a87505f1f643d","PJ","Mogi das Cruzes","SP","Supermercados","Alimentação"
"18c09b3087390b24ff17981311455f8a","PJ","Rio de Janeiro","RJ","Saúde","Serviços"
"27b12ad5c56ec3007d4667c524f60123","PF","Bertioga","SP","Supermercados","Supermercado/Farmácia"
"6fb896975190d6f2fcc8ad73f1757d02","PF","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"c472787b024edbc2253c4ec47c582eee","PF","Brasília","DF","Lojas Diversas","Alimentação"
"1584775ed2599eff3af3b4413375dfd5","PJ","Joinville","SC","Alimentação Rápida","Alimentação"
"a4d1044fad9da18aa7e6b6ad6d1ed3c7","MEI","Florianópolis","SC","Alimentação Rápida","Alimentação"
"f3cf4b4e9ce537a41dafc3bfb3860649","MEI","Contagem","MG","Lojas Diversas","Alimentação"
"266157aed53200dbfd2819c965b4a237","PF","Magé","RJ","Lojas Diversas","Varejo"
"68a9f13cc826647fcfb7ef937a25edf3","PJ","São Paulo","SP","Lojas Diversas","Alimentação"
"3ec3a4fb7cb5b30a29fd0f5bbb88687f","PJ","Uberlândia","MG","Alimentação Rápida","Alimentação"
"11bc8f47e41688efde5809c651172b6a","MEI","Curitiba","PR","Saúde","Serviços"
"1027f59917a03dd8f0b1fd5fd63cf107","PJ","Niterói","RJ","Alimentação Rápida","Alimentação"
"631c7ceca76e35ec58c893bfd0298999","MEI","Jaraguá do Sul","SC","Lojas Diversas","Bens duráveis"
"7b1bd94235cd7f025435f543613c5632","PJ","Taubaté","SP","Automotivo","Serviços"
"5e81f6f81671dc4e8434a80331e7d3d4","MEI","São Paulo","SP","Supermercados","Alimentação"
"c07e01c65f17910b7aaec2a24fe1fcd5","PJ","Curitiba","PR","Automotivo","Bens duráveis"
"12b52c21348a75bb558c2f25e29b66e6","MEI","Fazenda Rio Grande","PR","Bares e Restaurantes","Alimentação"
"db4f7317e31f1108fec46c286616e46b","MEI","Joinville","SC","Alimentação Rápida","Alimentação"
"49a44447233a72b24d2feeb038396646","PJ","Patrocínio","MG","Supermercados","Alimentação"
"7af007a827f0a9327621cfebded3f15a","PJ","Fortaleza","CE","Vestuário","Varejo"
"18ea73c272aeaeac447793cdc4b2f8c4","PF","Ananindeua","PA","Saúde","Bens duráveis"
"961377c0cecf3e585be5419f899896ae","PJ","Cambé","PR","Lojas Diversas","Bens duráveis"
"8140311136a27f1f10b642ac5e49033a","PJ","João Pessoa","PB","Educação","Serviços recorrentes"
"be0e0269a7ff0124bce4692b62365162","PJ","Jandira","SP","Lojas Diversas","Varejo"
"f66dc065731edb82663ba788c739b40d","PF","Aquiraz","CE","Lojas Diversas","Varejo"
"adcc6dc6e88d8a02fc878b7701cc5a64","PJ","Brasília","DF","Bares e Restaurantes","Alimentação"
"0e67d92d230b7004ce33aad34b12d5af","MEI","São Paulo","SP","Lojas Diversas","Bens duráveis"
"431e6411c8ee25998c827e1c4de31b49","PJ","Vila Velha","ES","Saúde","Serviços"
"27e5d89b50cee5daffee30435d59c4c3","MEI","Aracaju","SE","Material de Construção","Bens duráveis"
"32d95075fd602a0f43b4e6dd2e1cfcac","MEI","Cristina","MG","Alimentação Rápida","Alimentação"
"747064dbfd5f5193cc4e913ee6419004","MEI","São Leopoldo","RS","Outros","Serviços"
"8d7b5a6cef6b8ca82814330ed1a646d5","MEI","Miracatu","SP","Atacadistas Gerais","Varejo"
"81de71f80edf3637eeddcbfd3760065d","MEI","Barueri","SP","Alimentação Rápida","Alimentação"
"692624cddf6506ff892f19a12f1094a8","MEI","Jandira","SP","Alimentação Rápida","Alimentação"
"68e82605ed6958f4689267e5602acd7a","MEI","Rio de Janeiro","RJ","Alimentação Rápida","Alimentação"
"be142624538365aa3264a456535f95d1","PJ","São Sebastião","SP","Supermercados","Supermercado/Farmácia"
"fca6e77c0348c8802c49b6a9e7c789db","PF","Quirinópolis","GO","Lojas Diversas","Varejo"
"f7627e20259cbb0bb9f1901a35a1c79b","PF","Manaus","AM","Lojas Diversas","Varejo"
"414b943b4cc1111ab6e6a727133453c5","PF","Goiânia","GO","Alimentação Rápida","Alimentação"
"8ce38facd3dcb59766acaf3d0b21e5ed","MEI","Foz do Iguaçu","PR","Atacadistas Gerais","Varejo"
"852e01524d9fb0c9cd21997f3112f9a7","PJ","Assis","SP","Outros","Bens duráveis"
"d2638c23e7abac42eb8006b7fb9e1f74","MEI","Mogi das Cruzes","SP","Alimentação Rápida","Alimentação"
"1475ad64829a852978a59f9343361d24","MEI","Joinville","SC","Lojas Diversas","Bens duráveis"
"892059f3fb8f1eb88f8bedb3dbf381b2","PJ","Rio de Janeiro","RJ","Saúde","Serviços"
"4a9b616cf7c5805f9892b57a692afa73","MEI","Contagem","MG","Bares e Restaurantes","Alimentação"
"cf99e3d9ce88be33fa67511580988083","PJ","Mogi Mirim","SP","Postos de Gasolina","Posto"
"3e5464b7c1e141e0a4d4d405f444483c","MEI","Mairiporã","SP","Alimentação Rápida","Alimentação"
"43ef56230768534e9afc797b6cf97cc5","PF","Aguas Lindas De Goias","GO","Saúde","Supermercado/Farmácia"
"9ad6bbeac4ec82c1c76338d942c45521","PJ","São José do Rio Preto","SP","Lojas Diversas","Bens duráveis"
"bc8a9a4a5da93936c7940e31ca9c3fa7","MEI","Votorantim","SP","Automotivo","Serviços"
"5037d11d9c717c3c21480fcfcb3f9d42","MEI","Belo Horizonte","MG","Vestuário","Varejo"
"c87819e3ecab790a37b9f13f03b65ee4","MEI","Maringá","PR","Bares e Restaurantes","Alimentação"
"4e0c8b3f9b8a3eaae4942c319f46ac84","PJ","Rio de Janeiro","RJ","None","Outros"
"f353fa2577a9966e3862636e19e2f2e6","PJ","Curitiba","PR","Automotivo","Serviços"
"4c7e3abebda5829bf368e9d8ec0a45af","MEI","Videira","SC","Supermercados","Alimentação"
"f0de0a64a4802e5e44e8fc69460e4cd8","MEI","Embu das Artes","SP","Bares e Restaurantes","Alimentação"
"72939a2b44ad261bbd1d852f88ffa4c9","MEI","Caraguatatuba","SP","Bares e Restaurantes","Alimentação"
"b1e88865e8c866ce824034a543d832dd","PJ","Brasília","DF","Outros","Serviços"
"d6ad0cd53ae8cc0eb9b290263bce0847","PJ","João Pessoa","PB","Educação","Serviços recorrentes"
"7c8675706cf42279e7d112c9fc52bc77","PJ","Mauá","SP","Material de Construção","Bens duráveis"
"f3a072a9c8773ce2c0784814b67c47b1","PF","Mangaratiba","RJ","Lojas Diversas","Varejo"
